,price,numBathrooms,Status,house_size_SF,n_beds,BHK_RK,building_type
1169,8800,1,Semi-Furnished,600,1,BHK,IndependentFloor
1170,18000,2,Semi-Furnished,1080,3,BHK,IndependentFloor
1171,12000,1,Furnished,650,1,BHK,IndependentFloor
1172,40000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
1173,6500,1,Furnished,500,1,RK,StudioApartment
1174,6500,1,Furnished,500,1,RK,StudioApartment
1175,70000,3,Furnished,1670,3,BHK,Apartment
1176,45000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
1177,16000,1,Semi-Furnished,600,2,BHK,IndependentFloor
1178,32000,2,Furnished,900,2,BHK,IndependentFloor
1179,37500,3,Furnished,850,3,BHK,IndependentFloor
1180,17000,2,Furnished,1500,4,BHK,IndependentFloor
1181,11999,2,Semi-Furnished,750,2,BHK,IndependentFloor
1182,14999,2,Furnished,800,2,BHK,IndependentFloor
1183,16000,2,Semi-Furnished,1080,3,BHK,IndependentFloor
1184,8500,2,Semi-Furnished,700,2,BHK,IndependentFloor
1185,12000,2,Semi-Furnished,800,2,BHK,IndependentFloor
1186,12000,1,Furnished,600,1,BHK,IndependentFloor
1187,13000,2,Furnished,750,2,BHK,IndependentFloor
1188,13000,2,Furnished,700,2,BHK,IndependentFloor
1189,10000,2,Semi-Furnished,700,2,BHK,IndependentFloor
1190,10999,1,Semi-Furnished,700,2,BHK,IndependentFloor
1191,9000,1,Semi-Furnished,700,1,BHK,IndependentFloor
1192,7000,1,Semi-Furnished,600,1,RK,StudioApartment
1193,9000,2,Semi-Furnished,800,2,BHK,IndependentFloor
1194,16500,2,Furnished,800,2,BHK,IndependentFloor
1195,20000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
1196,30000,2,Furnished,900,2,BHK,IndependentFloor
1197,28000,2,Furnished,850,2,BHK,IndependentFloor
1198,6499,1,Furnished,500,1,RK,StudioApartment
1199,8000,1,Semi-Furnished,500,1,BHK,IndependentFloor
1200,15000,1,Unfurnished,750,1,BHK,Apartment
1201,20000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1202,25000,2,Furnished,1000,2,BHK,IndependentFloor
1203,32000,2,Furnished,900,2,BHK,IndependentFloor
1204,25000,2,Furnished,900,2,BHK,IndependentFloor
1205,32000,2,Furnished,950,2,BHK,IndependentFloor
1206,18000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1207,37000,2,Semi-Furnished,1700,3,BHK,Apartment
1208,15000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1209,65000,3,Unfurnished,1600,3,BHK,IndependentFloor
1210,300000,5,Semi-Furnished,4000,4,BHK,IndependentFloor
1211,130000,4,Semi-Furnished,4000,4,BHK,IndependentFloor
1212,140000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1213,75000,2,Semi-Furnished,1600,3,BHK,IndependentFloor
1214,55000,3,Furnished,2200,3,BHK,IndependentFloor
1215,125000,3,Semi-Furnished,2700,3,BHK,IndependentFloor
1216,80000,3,Unfurnished,1600,3,BHK,IndependentFloor
1217,160000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
1218,84800,3,Furnished,1800,3,BHK,IndependentFloor
1219,18000,2,Semi-Furnished,830,2,BHK,IndependentFloor
1220,20000,2,Semi-Furnished,850,2,BHK,Apartment
1221,22000,2,Unfurnished,908,2,BHK,IndependentFloor
1222,75000,3,Semi-Furnished,1600,3,BHK,IndependentFloor
1223,18000,2,Semi-Furnished,830,2,BHK,IndependentFloor
1224,210000,4,Semi-Furnished,4200,4,BHK,IndependentFloor
1225,225000,3,Semi-Furnished,3400,3,BHK,IndependentFloor
1226,1000000,7,Semi-Furnished,9000,7,BHK,IndependentFloor
1227,5500,1,Semi-Furnished,550,1,BHK,Apartment
1228,200000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
1229,24000,3,Semi-Furnished,1650,4,BHK,IndependentHouse
1230,17000,2,Semi-Furnished,1200,2,BHK,Apartment
1231,32000,1,Semi-Furnished,1500,2,BHK,IndependentHouse
1232,23456,1,Furnished,343,1,BHK,Apartment
1233,60000,3,Semi-Furnished,2250,3,BHK,IndependentFloor
1234,100000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1235,42000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
1236,250000,4,Semi-Furnished,3600,4,BHK,IndependentFloor
1237,250000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
1238,70000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
1239,75000,2,Semi-Furnished,1800,3,BHK,Apartment
1240,26000,1,Furnished,900,1,BHK,Apartment
1241,60000,3,Semi-Furnished,1600,3,BHK,Apartment
1242,80000,3,Unfurnished,1800,4,BHK,Apartment
1243,15000,2,Semi-Furnished,700,1,BHK,IndependentFloor
1244,14000,1,Unfurnished,600,1,BHK,Apartment
1245,13000,1,Furnished,250,1,RK,StudioApartment
1246,70000,3,Semi-Furnished,1460,3,BHK,IndependentFloor
1247,113000,3,Furnished,1800,3,BHK,IndependentFloor
1248,150000,4,Furnished,3150,4,BHK,IndependentFloor
1249,170000,4,Furnished,2700,4,BHK,IndependentFloor
1250,105000,3,Semi-Furnished,2400,3,BHK,IndependentFloor
1251,127000,3,Semi-Furnished,2450,3,BHK,IndependentFloor
1252,127000,3,Semi-Furnished,2450,3,BHK,IndependentFloor
1253,150000,5,Semi-Furnished,2900,4,BHK,IndependentFloor
1254,275000,5,Furnished,4950,5,BHK,IndependentFloor
1255,115000,4,Semi-Furnished,4050,4,BHK,IndependentFloor
1256,16000,1,Furnished,450,1,RK,StudioApartment
1257,18000,2,Furnished,690,3,BHK,IndependentFloor
1258,42000,2,Semi-Furnished,1800,2,BHK,IndependentFloor
1259,21000,1,Semi-Furnished,700,1,BHK,Apartment
1260,37000,2,Unfurnished,1100,2,BHK,Apartment
1261,37000,2,Unfurnished,1200,2,BHK,Apartment
1262,125000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
1263,90000,4,Semi-Furnished,2700,3,BHK,IndependentFloor
1264,75000,3,Semi-Furnished,1440,3,BHK,IndependentFloor
1265,48000,3,Semi-Furnished,2400,4,BHK,Apartment
1266,35000,2,Semi-Furnished,1800,3,BHK,Apartment
1267,32000,2,Semi-Furnished,1200,2,BHK,Apartment
1268,22000,2,Semi-Furnished,1000,2,BHK,Apartment
1269,48000,3,Semi-Furnished,2400,4,BHK,Apartment
1270,52000,4,Semi-Furnished,2400,4,BHK,Apartment
1271,12000,1,Semi-Furnished,500,1,BHK,Apartment
1272,35000,3,Semi-Furnished,1900,3,BHK,Apartment
1273,35000,2,Semi-Furnished,2000,3,BHK,Apartment
1274,32000,2,Semi-Furnished,2000,3,BHK,Apartment
1275,25000,2,Semi-Furnished,1000,2,BHK,Apartment
1276,38000,2,Semi-Furnished,1800,3,BHK,Apartment
1277,38000,3,Semi-Furnished,1800,4,BHK,Apartment
1278,48000,2,Semi-Furnished,1800,3,BHK,Apartment
1279,45000,3,Semi-Furnished,1700,3,BHK,Apartment
1280,45000,3,Semi-Furnished,2500,4,BHK,Apartment
1281,40000,3,Semi-Furnished,1800,3,BHK,Apartment
1282,35000,2,Semi-Furnished,1900,3,BHK,Apartment
1283,10000,1,Unfurnished,450,1,BHK,Apartment
1284,15000,1,Semi-Furnished,365,1,BHK,Apartment
1285,16000,1,Semi-Furnished,600,1,BHK,Apartment
1286,45000,3,Semi-Furnished,1900,3,BHK,Apartment
1287,34000,2,Semi-Furnished,1400,2,BHK,Apartment
1288,34000,2,Semi-Furnished,1800,3,BHK,Apartment
1289,27000,2,Furnished,720,2,BHK,Apartment
1290,28000,2,Furnished,720,2,BHK,Apartment
1291,28000,2,Semi-Furnished,1100,2,BHK,Apartment
1292,30000,2,Furnished,720,2,BHK,Apartment
1293,43000,3,Semi-Furnished,2400,4,BHK,Apartment
1294,35000,2,Semi-Furnished,1500,3,BHK,Apartment
1295,35000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1296,38000,2,Semi-Furnished,1600,3,BHK,Apartment
1297,22000,2,Semi-Furnished,1000,2,BHK,Apartment
1298,15000,1,Semi-Furnished,450,1,BHK,Apartment
1299,38000,2,Semi-Furnished,2000,3,BHK,Apartment
1300,48000,3,Semi-Furnished,2400,4,BHK,Apartment
1301,35000,2,Semi-Furnished,1800,3,BHK,Apartment
1302,32000,2,Semi-Furnished,1200,2,BHK,Apartment
1303,22000,2,Semi-Furnished,1000,2,BHK,Apartment
1304,48000,3,Semi-Furnished,2400,4,BHK,Apartment
1305,52000,4,Semi-Furnished,2400,4,BHK,Apartment
1306,12000,1,Semi-Furnished,500,1,BHK,Apartment
1307,35000,3,Semi-Furnished,1900,3,BHK,Apartment
1308,35000,2,Semi-Furnished,2000,3,BHK,Apartment
1309,32000,2,Semi-Furnished,2000,3,BHK,Apartment
1310,25000,2,Semi-Furnished,1000,2,BHK,Apartment
1311,38000,2,Semi-Furnished,1800,3,BHK,Apartment
1312,38000,3,Semi-Furnished,1800,4,BHK,Apartment
1313,48000,2,Semi-Furnished,1800,3,BHK,Apartment
1314,45000,3,Semi-Furnished,1700,3,BHK,Apartment
1315,45000,3,Semi-Furnished,2500,4,BHK,Apartment
1316,40000,3,Semi-Furnished,1800,3,BHK,Apartment
1317,35000,2,Semi-Furnished,1900,3,BHK,Apartment
1318,28000,2,Semi-Furnished,1000,2,BHK,Apartment
1319,15000,1,Semi-Furnished,365,1,BHK,Apartment
1320,70000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
1321,75000,2,Semi-Furnished,1800,3,BHK,Apartment
1322,26000,1,Furnished,900,1,BHK,Apartment
1323,60000,3,Semi-Furnished,1600,3,BHK,Apartment
1324,10000,1,Unfurnished,450,1,BHK,Apartment
1325,113000,3,Furnished,1800,3,BHK,IndependentFloor
1326,150000,4,Furnished,3150,4,BHK,IndependentFloor
1327,170000,4,Furnished,2700,4,BHK,IndependentFloor
1328,105000,3,Semi-Furnished,2400,3,BHK,IndependentFloor
1329,127000,3,Semi-Furnished,2450,3,BHK,IndependentFloor
1330,127000,3,Semi-Furnished,2450,3,BHK,IndependentFloor
1331,150000,5,Semi-Furnished,2900,4,BHK,IndependentFloor
1332,23500,1,Furnished,360,1,RK,StudioApartment
1333,22000,1,Furnished,360,1,RK,StudioApartment
1334,18000,1,Furnished,540,1,BHK,IndependentFloor
1335,12000,2,Semi-Furnished,1000,2,BHK,IndependentHouse
1336,16000,2,Semi-Furnished,675,2,BHK,IndependentFloor
1337,12000,1,Semi-Furnished,675,2,BHK,IndependentFloor
1338,18000,1,Furnished,500,2,BHK,IndependentFloor
1339,8500,1,Unfurnished,450,1,BHK,IndependentFloor
1340,21000,2,Semi-Furnished,900,3,BHK,IndependentFloor
1341,32000,2,Furnished,900,3,BHK,IndependentFloor
1342,35000,3,Semi-Furnished,1125,3,BHK,IndependentFloor
1343,40000,2,Semi-Furnished,1300,3,BHK,Apartment
1344,35000,3,Semi-Furnished,1150,3,BHK,IndependentFloor
1345,80000,3,Furnished,2700,3,BHK,IndependentFloor
1346,9000,2,Semi-Furnished,450,2,BHK,IndependentFloor
1347,125000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
1348,90000,4,Semi-Furnished,2700,3,BHK,IndependentFloor
1349,75000,3,Semi-Furnished,1440,3,BHK,IndependentFloor
1350,110000,3,Semi-Furnished,1872,3,BHK,IndependentFloor
1351,90000,3,Semi-Furnished,2000,3,BHK,IndependentFloor
1352,99999,3,Unfurnished,1872,3,BHK,IndependentFloor
1353,121000,3,Unfurnished,1872,3,BHK,IndependentFloor
1354,85000,3,Semi-Furnished,1872,3,BHK,IndependentFloor
1355,42000,2,Semi-Furnished,1800,2,BHK,IndependentFloor
1356,45000,2,Furnished,1200,2,BHK,Apartment
1357,15000,1,Unfurnished,450,1,BHK,Apartment
1358,15500,1,Unfurnished,650,1,BHK,Apartment
1359,37000,2,Unfurnished,1200,2,BHK,Apartment
1360,35000,2,Unfurnished,1100,2,BHK,Apartment
1361,9600,1,Semi-Furnished,300,1,RK,StudioApartment
1362,37000,2,Unfurnished,1200,2,BHK,Apartment
1363,225000,4,Semi-Furnished,1800,3,BHK,IndependentFloor
1364,20000,2,Semi-Furnished,1800,3,BHK,Apartment
1365,26000,2,Furnished,1250,2,BHK,IndependentFloor
1366,26000,3,Semi-Furnished,1200,3,BHK,IndependentFloor
1367,45000,2,Furnished,1200,2,BHK,IndependentFloor
1368,35000,3,Semi-Furnished,1450,3,BHK,IndependentFloor
1369,17500,1,Semi-Furnished,550,1,BHK,IndependentFloor
1370,25500,2,Semi-Furnished,900,2,BHK,IndependentFloor
1371,34000,3,Semi-Furnished,1510,3,BHK,IndependentFloor
1372,18000,1,Furnished,560,1,BHK,IndependentFloor
1373,35000,3,Semi-Furnished,1350,3,BHK,IndependentFloor
1374,65000,4,Semi-Furnished,2400,4,BHK,IndependentFloor
1375,55000,3,Furnished,1800,3,BHK,IndependentFloor
1376,27000,2,Furnished,1100,2,BHK,IndependentFloor
1377,18000,1,Furnished,520,1,BHK,IndependentFloor
1378,18000,1,Furnished,560,1,BHK,IndependentFloor
1379,16000,1,Furnished,600,1,BHK,IndependentFloor
1380,18000,2,Semi-Furnished,1100,2,BHK,IndependentFloor
1381,16000,1,Furnished,450,1,RK,StudioApartment
1382,18000,1,Semi-Furnished,720,2,BHK,IndependentFloor
1383,32000,2,Semi-Furnished,1700,3,BHK,Apartment
1384,37000,2,Furnished,950,3,BHK,IndependentFloor
1385,12000,2,Semi-Furnished,750,2,BHK,IndependentFloor
1386,8000,1,Semi-Furnished,450,1,BHK,Apartment
1387,12000,1,Semi-Furnished,500,1,BHK,Apartment
1388,9500,1,Semi-Furnished,550,1,BHK,Apartment
1389,11000,1,Semi-Furnished,500,1,BHK,Apartment
1390,8500,1,Semi-Furnished,450,1,BHK,Apartment
1391,15000,2,Semi-Furnished,750,2,BHK,Apartment
1392,32000,2,Semi-Furnished,1700,3,BHK,Apartment
1393,17500,1,Furnished,700,1,BHK,IndependentFloor
1394,16500,1,Furnished,700,1,BHK,IndependentFloor
1395,12000,1,Semi-Furnished,700,1,BHK,IndependentFloor
1396,14000,2,Semi-Furnished,1000,2,BHK,Apartment
1397,27000,2,Furnished,1000,2,BHK,Apartment
1398,17000,1,Furnished,650,1,BHK,Apartment
1399,25000,2,Semi-Furnished,900,2,BHK,Apartment
1400,14000,1,Semi-Furnished,650,1,BHK,Apartment
1401,19000,1,Furnished,600,1,BHK,Apartment
1402,30000,2,Furnished,950,2,BHK,Apartment
1403,19000,1,Furnished,700,1,BHK,Apartment
1404,12000,1,Semi-Furnished,700,1,BHK,Apartment
1405,40000,2,Semi-Furnished,1125,3,BHK,IndependentFloor
1406,35000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1407,40000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1408,50000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1409,55000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1410,75000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1411,85000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1412,90000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1413,100000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
1414,130000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
1415,23000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1416,15000,2,Semi-Furnished,900,1,BHK,IndependentFloor
1417,18000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1418,35000,2,Semi-Furnished,1800,2,BHK,IndependentFloor
1419,40000,3,Semi-Furnished,1800,2,BHK,IndependentFloor
1420,50000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
1421,20000,3,Semi-Furnished,900,2,BHK,IndependentFloor
1422,40000,3,Furnished,1200,3,BHK,IndependentFloor
1423,45000,3,Semi-Furnished,1800,3,BHK,IndependentFloor
1424,18000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1425,80000,2,Semi-Furnished,4500,4,BHK,IndependentFloor
1426,45000,3,Semi-Furnished,1800,3,BHK,IndependentHouse
1427,20000,3,Unfurnished,1125,2,BHK,IndependentFloor
1428,65000,3,Semi-Furnished,2700,4,BHK,IndependentFloor
1429,40000,3,Unfurnished,1200,3,BHK,IndependentFloor
1430,23000,2,Semi-Furnished,1125,2,BHK,IndependentFloor
1431,20000,2,Semi-Furnished,1125,2,BHK,IndependentFloor
1432,25000,2,Semi-Furnished,1125,2,BHK,IndependentFloor
1433,35000,2,Semi-Furnished,1125,3,BHK,IndependentFloor
1434,19700,1,Furnished,650,1,BHK,IndependentFloor
1435,35000,2,Unfurnished,900,2,BHK,IndependentFloor
1436,90000,3,Semi-Furnished,2500,3,BHK,IndependentFloor
1437,45000,2,Unfurnished,900,2,BHK,IndependentFloor
1438,40000,2,Unfurnished,900,2,BHK,IndependentFloor
1439,95000,4,Semi-Furnished,2200,4,BHK,IndependentFloor
1440,26000,1,Furnished,550,1,BHK,IndependentFloor
1441,43000,1,Furnished,700,1,BHK,IndependentFloor
1442,8000,1,Unfurnished,450,1,BHK,IndependentFloor
1443,250000,4,Unfurnished,2700,4,BHK,IndependentFloor
1444,30000,2,Furnished,1000,2,BHK,IndependentFloor
1445,9000,2,Semi-Furnished,1200,3,BHK,IndependentFloor
1446,8200,1,Semi-Furnished,340,1,BHK,IndependentFloor
1447,18000,2,Furnished,690,3,BHK,IndependentFloor
1448,35000,2,Semi-Furnished,1650,3,BHK,Apartment
1449,20000,2,Semi-Furnished,900,3,BHK,IndependentFloor
1450,10500,1,Semi-Furnished,500,1,BHK,IndependentFloor
1451,42000,3,Semi-Furnished,2200,4,BHK,Apartment
1452,45000,4,Semi-Furnished,2200,3,BHK,Apartment
1453,60000,3,Semi-Furnished,2500,4,BHK,Apartment
1454,40000,3,Semi-Furnished,2200,4,BHK,Apartment
1455,25500,2,Semi-Furnished,1300,2,BHK,Apartment
1456,30000,2,Furnished,1800,3,BHK,Apartment
1457,62000,3,Semi-Furnished,2200,4,BHK,Apartment
1458,15000,2,Semi-Furnished,800,2,BHK,Apartment
1459,15000,2,Furnished,800,2,BHK,Apartment
1460,9500,1,Semi-Furnished,450,1,BHK,Apartment
1461,14500,2,Semi-Furnished,800,2,BHK,Apartment
1462,10000,1,Furnished,440,1,BHK,Apartment
1463,14000,1,Furnished,450,1,BHK,Apartment
1464,15000,2,Semi-Furnished,800,2,BHK,Apartment
1465,25000,1,Furnished,367,1,RK,StudioApartment
1466,16000,1,Semi-Furnished,365,1,RK,StudioApartment
1467,20000,1,Furnished,365,1,RK,StudioApartment
1468,16000,1,Semi-Furnished,365,1,RK,StudioApartment
1469,17000,1,Semi-Furnished,367,1,BHK,Apartment
1470,30000,2,Furnished,1000,2,BHK,IndependentFloor
1471,35000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
1472,37000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
1473,40000,2,Semi-Furnished,1350,3,BHK,IndependentFloor
1474,40000,2,Semi-Furnished,1125,3,BHK,IndependentFloor
1475,35000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1476,40000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1477,50000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1478,55000,2,Semi-Furnished,1800,3,BHK,IndependentFloor
1479,75000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1480,85000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1481,90000,4,Semi-Furnished,2700,4,BHK,IndependentFloor
1482,100000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
1483,130000,4,Semi-Furnished,4500,4,BHK,IndependentFloor
1484,23000,2,Semi-Furnished,900,2,BHK,IndependentFloor
1485,37000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
1486,16000,2,Unfurnished,900,2,BHK,IndependentFloor
1487,16000,2,Semi-Furnished,875,2,BHK,IndependentFloor
1488,15000,2,Semi-Furnished,864,2,BHK,IndependentFloor
1489,15000,2,Unfurnished,880,2,BHK,IndependentFloor
1490,35000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
1491,20000,1,Furnished,500,1,BHK,Apartment
1492,41000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
1493,8500,1,Semi-Furnished,520,1,BHK,IndependentFloor
1494,12300,2,Semi-Furnished,680,2,BHK,IndependentFloor
1495,35000,2,Unfurnished,1200,3,BHK,Apartment
1496,35000,2,Unfurnished,1200,3,BHK,Apartment
1497,15000,2,Unfurnished,700,2,BHK,Apartment
1498,13000,1,Unfurnished,450,1,BHK,Apartment
1499,15000,1,Unfurnished,450,1,BHK,Apartment
1500,12000,1,Unfurnished,550,1,BHK,Apartment
1501,12000,1,Unfurnished,450,1,BHK,Apartment
1502,15000,2,Unfurnished,700,2,BHK,Apartment
1503,15000,1,Unfurnished,450,1,BHK,Apartment
1504,35000,2,Unfurnished,1200,3,BHK,Apartment
1505,75000,3,Semi-Furnished,2250,3,BHK,IndependentFloor
1506,130000,4,Semi-Furnished,2250,4,BHK,IndependentFloor
1507,165000,4,Semi-Furnished,3150,4,BHK,IndependentFloor
1508,37000,1,Semi-Furnished,1200,1,BHK,IndependentFloor
1509,90000,3,Furnished,1500,3,BHK,IndependentFloor
1510,45000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1511,47200,2,Semi-Furnished,1800,2,BHK,IndependentFloor
1512,51000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1513,23000,1,Furnished,365,1,RK,StudioApartment
1514,30000,1,Furnished,365,1,BHK,Apartment
1515,13000,1,Unfurnished,365,1,RK,StudioApartment
1516,17000,1,Semi-Furnished,367,1,RK,StudioApartment
1517,24000,1,Furnished,365,1,RK,StudioApartment
1518,12000,1,Unfurnished,367,1,RK,StudioApartment
1519,25000,1,Furnished,367,1,RK,StudioApartment
1520,16000,1,Semi-Furnished,365,1,RK,StudioApartment
1521,20000,1,Furnished,365,1,RK,StudioApartment
1522,16000,1,Semi-Furnished,365,1,RK,StudioApartment
1523,17000,1,Semi-Furnished,367,1,BHK,Apartment
1524,41000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
1525,30500,2,Furnished,750,2,BHK,IndependentFloor
1526,65000,3,Semi-Furnished,2200,4,BHK,Apartment
1527,35000,2,Furnished,750,2,BHK,IndependentFloor
1528,41000,3,Semi-Furnished,1500,3,BHK,IndependentFloor
1529,25000,2,Semi-Furnished,1150,3,BHK,IndependentFloor
1530,15000,2,Semi-Furnished,550,2,BHK,IndependentFloor
1531,20000,2,Semi-Furnished,1080,3,BHK,IndependentFloor
1532,35000,4,Semi-Furnished,1440,4,BHK,IndependentFloor
1533,20000,2,Semi-Furnished,900,3,BHK,IndependentFloor
1534,50000,3,Furnished,1350,3,BHK,Apartment
1535,90000,3,Semi-Furnished,2700,3,BHK,IndependentFloor
1536,85000,3,Semi-Furnished,3600,3,BHK,IndependentFloor
1537,90000,3,Semi-Furnished,2700,3,BHK,IndependentFloor
1538,85000,3,Semi-Furnished,1850,2,BHK,IndependentFloor
1539,18000,1,Furnished,700,1,RK,StudioApartment
1540,55000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1541,50000,2,Semi-Furnished,1600,2,BHK,IndependentFloor
1542,33000,1,Semi-Furnished,1100,1,BHK,IndependentFloor
1543,65000,2,Semi-Furnished,2300,3,BHK,IndependentFloor
1544,30000,3,Semi-Furnished,1500,3,BHK,Apartment
1545,75000,3,Furnished,1500,3,BHK,IndependentFloor
1546,25000,2,Semi-Furnished,1200,3,BHK,IndependentFloor
1547,300000,5,Semi-Furnished,4500,4,BHK,IndependentFloor
1548,200000,3,Semi-Furnished,1600,3,BHK,IndependentFloor
1549,425000,4,Semi-Furnished,3600,4,BHK,IndependentFloor
1550,300000,5,Semi-Furnished,2800,4,BHK,IndependentFloor
1551,35000,2,Semi-Furnished,1450,4,BHK,IndependentFloor
1552,8500,1,Semi-Furnished,520,1,BHK,IndependentFloor
1553,14000,2,Semi-Furnished,1000,2,BHK,IndependentFloor
1554,8500,1,Semi-Furnished,420,1,BHK,IndependentFloor
1555,50000,3,Furnished,1350,3,BHK,Apartment
1556,43000,3,Semi-Furnished,1550,3,BHK,Apartment
1557,23000,1,Furnished,365,1,RK,StudioApartment
1558,30000,1,Furnished,365,1,BHK,Apartment
1559,13000,1,Unfurnished,365,1,RK,StudioApartment
1560,17000,1,Semi-Furnished,367,1,RK,StudioApartment
1561,24000,1,Furnished,365,1,RK,StudioApartment
1562,12000,1,Unfurnished,367,1,RK,StudioApartment
1563,25000,1,Furnished,367,1,RK,StudioApartment
1564,15000,2,Unfurnished,700,2,BHK,Apartment
1565,15000,1,Unfurnished,450,1,BHK,Apartment
1566,35000,2,Unfurnished,1200,3,BHK,Apartment
1567,20000,2,Unfurnished,800,2,BHK,Apartment
1568,18000,2,Unfurnished,800,2,BHK,Apartment
1569,30000,2,Semi-Furnished,900,2,BHK,Apartment
1570,160000,3,Furnished,2100,3,BHK,IndependentFloor
1571,140000,3,Furnished,2000,3,BHK,IndependentFloor
1572,22500,1,Furnished,750,1,BHK,Apartment
1573,160000,4,Furnished,2500,4,BHK,IndependentFloor
1574,12500,1,Semi-Furnished,900,1,BHK,Apartment
1575,40000,3,Semi-Furnished,1850,3,BHK,Apartment
1576,30000,2,Semi-Furnished,1500,3,BHK,Apartment
1577,13500,1,Semi-Furnished,950,1,BHK,Apartment
1578,40000,3,Furnished,1740,3,BHK,Apartment
1579,40000,3,Semi-Furnished,1200,3,BHK,Apartment
1580,30000,2,Semi-Furnished,1500,3,BHK,IndependentFloor
1581,15000,1,Unfurnished,300,1,RK,StudioApartment
1582,28000,1,Furnished,900,1,RK,StudioApartment
1583,30000,2,Furnished,1200,2,BHK,IndependentFloor
1584,130000,4,Semi-Furnished,2250,4,BHK,IndependentFloor
1585,165000,4,Semi-Furnished,3150,4,BHK,IndependentFloor
1586,37000,1,Semi-Furnished,1200,1,BHK,IndependentFloor
1587,90000,3,Furnished,1500,3,BHK,IndependentFloor
1588,45000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1589,47200,2,Semi-Furnished,1800,2,BHK,IndependentFloor
1590,51000,2,Semi-Furnished,1500,2,BHK,IndependentFloor
1591,30000,1,Semi-Furnished,700,2,BHK,IndependentFloor
1592,21000,2,Semi-Furnished,720,2,BHK,IndependentFloor
1593,26000,2,Furnished,750,2,BHK,IndependentFloor
1594,70000,4,Semi-Furnished,2250,4,BHK,IndependentFloor
1595,30000,2,Semi-Furnished,800,2,BHK,IndependentFloor
1596,30000,2,Semi-Furnished,720,2,BHK,IndependentFloor
1597,30000,2,Furnished,800,2,BHK,IndependentFloor
1598,25000,2,Unfurnished,800,2,BHK,IndependentFloor
1599,32000,2,Furnished,750,2,BHK,IndependentFloor
1600,30500,2,Furnished,750,2,BHK,IndependentFloor
1601,65000,3,Semi-Furnished,2200,4,BHK,Apartment
1602,35000,2,Furnished,750,2,BHK,IndependentFloor
1603,135000,3,Semi-Furnished,2700,3,BHK,IndependentFloor
1604,30000,2,Furnished,1200,2,BHK,IndependentFloor
1605,12500,2,Semi-Furnished,900,1,BHK,Apartment
1606,30000,3,Semi-Furnished,1200,3,BHK,Apartment
1607,26000,1,Semi-Furnished,900,2,BHK,IndependentFloor
1608,15000,1,Furnished,1000,1,BHK,Apartment
1609,30000,3,Semi-Furnished,1500,3,BHK,Apartment
1610,75000,3,Furnished,1500,3,BHK,IndependentFloor
1611,300000,5,Semi-Furnished,4500,4,BHK,IndependentFloor
1612,200000,3,Semi-Furnished,1600,3,BHK,IndependentFloor
1613,425000,4,Semi-Furnished,3600,4,BHK,IndependentFloor
1614,300000,5,Semi-Furnished,2800,4,BHK,IndependentFloor
